ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
97,Baluran,Situbondo,1247,Mudah,Ya,2,200000,1,Tidak,"Puncak tertinggi, Ranu Kumbolo, City lights",Medan terbuka tanpa naungan,Penyewaan alat camping,Membutuhkan kendaraan pribadi,Hutan hijau lebat,Hindari Musim Hujan,3.6
98,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,4,900000,6,Ya,"Panorama kota, Kawah vulkanik, Budaya lokal kental","Jalur panjang dan melelahkan, Tangga alami, Mendaki punggungan bukit","Penginapan sederhana, Warung, Toilet",Membutuhkan ojek lokal,Pemandangan danau,Kemarau,4.2
99,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,2,Tidak,"Hutan lebat, Air terjun tersembunyi, Jalur alternatif","Melintasi padang edelweis, Jalur panjang dan melelahkan, Jalur landai",Area camping,"Akses sulit, perlu off-road",Pemandangan kawah,Sepanjang Tahun,3.3
100,Butak,Malang; Blitar,2868,Sulit,Tidak,3,1200000,5,Tergantung Musim,Flora dan fauna unik,"Beberapa tanjakan curam, Trek berbatu","Warung, Penyewaan alat camping, Area parkir",Membutuhkan ojek lokal,Pemandangan perkebunan,Sepanjang Tahun,3.5
101,Ijen,Banyuwangi,2386,Sedang,Ya,1,600000,4,Tidak,"Budaya lokal kental, Flora dan fauna unik",Melintasi jalur rel kereta api tua,"Area parkir, Basecamp dasar, Mushola","Akses sulit, perlu off-road",Pemandangan pegunungan,Hindari Musim Hujan,4.5
102,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,600000,2,Tergantung Musim,City lights,Melintasi jalur rel kereta api tua,"Basecamp dasar, Toilet",Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Kemarau Awal,4.1
103,Kelud,Kediri; Blitar; Malang,1731,Mudah,Ya,2,200000,0,Tidak,"Padang savana luas, Matahari terbit","Melintasi padang edelweis, Tanjakan terjal, Medan terbuka tanpa naungan","Basecamp dasar, Warung, Toilet",Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Semi,4.1
104,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,900000,5,Tergantung Musim,Puncak tertinggi,"Jalur aman dan terpelihara, Trek berbatu, Melewati sungai kecil","Pos pendakian lengkap, Petugas siaga, Toilet",Membutuhkan kendaraan pribadi,Pemandangan laut,Kemarau,4.0
105,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,0,Tidak,"Jalur utama, View matahari terbit, Pasir vulkanik","Hutan lebat dan lembab, Melewati sungai kecil",Basecamp dasar,Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,2.4
106,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Tidak,3,300000,4,Tergantung Musim,Candi kuno,"Jalur curam di beberapa titik, Hutan lebat dan lembab","Area camping, Basecamp dasar",Dekat jalan raya utama,Pemandangan danau,Sepanjang Tahun,4.9
107,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,900000,6,Ya,Puncak ikonik,Melintasi padang edelweis,Pusat informasi,"Akses sulit, perlu off-road",Pemandangan pegunungan,Sepanjang Tahun,3.5
108,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Ya,2,600000,2,Tergantung Musim,Desa adat,"Trek berbatu, Banyak bonus pemandangan, Jalur panjang dan melelahkan","Warung, Penyewaan alat camping, Toilet","Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,3.3
109,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,1,200000,1,Tidak,"Hutan pinus, Panorama kota","Jalur aman dan terpelihara, Banyak bonus pemandangan, Jalur berpasir vulkanik","Jasa porter, Warung, Shelter",Dekat jalan raya utama,Pemandangan kawah,Sepanjang Tahun,4.5
110,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,1200000,5,Tergantung Musim,Pasir vulkanik,Melewati sungai kecil,"Toilet, Penyewaan alat camping",Jalur pedesaan yang sempit,Pemandangan danau,Hindari Musim Hujan,4.4
111,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Ya,2,300000,4,Tergantung Musim,"Gurun pasir, Situs purbakala, Panorama kota","Beberapa tanjakan curam, Melintasi jalur rel kereta api tua","Mushola, Area parkir",Jalur pedesaan yang sempit,Hutan hijau lebat,Sepanjang Tahun,4.2
112,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,300000,1,Tidak,"Flora dan fauna unik, Peninggalan sejarah, Kawah vulkanik","Jalur landai, Trek berbatu, Jalur berlumpur",Basecamp dasar,Dekat jalan raya utama,Pemandangan danau,Kemarau,2.7
113,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,100000,2,Tidak,"Candi kuno, Pemandangan kota dari ketinggian","Melintasi jalur rel kereta api tua, Variasi medan dataran rendah","Pos pendakian lengkap, Pusat informasi, Area camping","Akses sulit, perlu off-road",Sunset view,Musim Kemarau Awal,2.4
114,Panderman,Batu,2045,Sedang,Tidak,1,450000,4,Tergantung Musim,Matahari terbit,"Jalur berpasir vulkanik, Area padang rumput, Melewati sungai kecil",Warung,Mudah dijangkau kendaraan umum,Pemandangan kawah,Kemarau,3.8
115,Blorobrubuh,Mojokerto,2282,Sedang,Tidak,1,300000,4,Tidak,"View matahari terbit, Kawah vulkanik, Bukit savana",Melintasi padang edelweis,Toilet,Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,2.9
116,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,1,600000,4,Tergantung Musim,Panorama kota,"Jalur berpasir vulkanik, Melintasi jalur rel kereta api tua, Tanjakan terjal",Penyewaan alat camping,Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Semi,4.5
117,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,300000,0,Tidak,"Hamparan savana, Puncak tertinggi",Hutan lebat dan lembab,"Area camping, Penginapan sederhana, Pusat informasi","Akses sulit, perlu off-road",Pemandangan laut,Musim Kemarau Awal,2.8
118,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,2,Tidak,Pemandangan kawah,Medan terbuka tanpa naungan,Pos pendakian lengkap,Jalur pedesaan yang sempit,Savana,Sepanjang Tahun,3.2
119,Kawi,Malang,2551,Sedang,Ya,2,300000,3,Tergantung Musim,Danau alami,"Jalur licin saat hujan, Tangga alami","Sumber air, Petugas siaga",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,4.5
120,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,3,600000,4,Ya,"Pemandangan kota dari ketinggian, Kawah aktif, Pasir vulkanik",Jalur panjang dan melelahkan,"Sumber air, Area parkir",Membutuhkan kendaraan pribadi,Sunset view,Sepanjang Tahun,4.7
121,Panderman,Batu,2045,Mudah,Ya,2,300000,2,Tidak,"Lautan pasir, Air terjun tersembunyi","Jalur panjang dan melelahkan, Jalur berlumpur, Medan berbatu","Area parkir, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan perkebunan,Musim Kemarau Awal,4.3
122,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,300000,0,Tidak,"Banyak air terjun kecil, Hutan lebat",Melewati sungai kecil,"Pos pendakian lengkap, Penyewaan alat camping, Mushola",Membutuhkan kendaraan pribadi,Pemandangan danau,Musim Semi,2.6
123,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,4,1200000,5,Tergantung Musim,Danau alami,"Medan berbatu, Mendaki punggungan bukit","Area parkir, Pos pendakian lengkap","Akses sulit, perlu off-road",Pemandangan danau,Kemarau,3.8
124,Ijen,Banyuwangi,2386,Sedang,Tidak,2,450000,4,Tergantung Musim,"Artefak kuno, Jalur menantang",Jalur licin saat hujan,"Warung, Sumber air, Area camping",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Kemarau Awal,5.0
125,Baluran,Situbondo,1247,Mudah,Ya,2,100000,1,Tidak,"Padang savana luas, Desa adat, Air terjun alami","Medan terbuka tanpa naungan, Variasi medan dataran rendah","Basecamp dasar, Jasa porter",Membutuhkan ojek lokal,Pemandangan kota,Musim Semi,3.8
126,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,600000,4,Ya,"Jalur utama, Pemandangan sunrise, Danau indah",Beberapa tanjakan curam,"Area parkir, Pos pendakian lengkap","Akses sulit, perlu off-road",Hutan hijau lebat,Hindari Musim Hujan,4.2
127,Butak,Malang; Blitar,2868,Sedang,Ya,2,300000,4,Tidak,"Air terjun alami, Pemandangan sunrise, Puncak tertinggi","Hutan lebat dan lembab, Melintasi padang edelweis","Toilet, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Hindari Musim Hujan,3.1
128,Ijen,Banyuwangi,2386,Sedang,Ya,3,600000,4,Tidak,"Puncak kembar, Spot sunrise terbaik",Banyak bonus pemandangan,"Jasa porter, Penginapan sederhana, Warung",Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Kemarau Awal,4.8
129,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,1,Tidak,"Air terjun tersembunyi, Jalur alternatif","Beberapa tanjakan curam, Variasi medan dataran rendah","Basecamp dasar, Area camping, Mushola",Dekat jalan raya utama,Sunset view,Kemarau,2.4
130,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,2,600000,5,Tergantung Musim,"City lights, Hamparan savana",Mendaki punggungan bukit,Jasa porter,Jalur pedesaan yang sempit,Pemandangan kawah,Musim Kemarau Awal,3.8
131,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,900000,5,Tergantung Musim,Budaya lokal kental,"Tangga alami, Hutan lebat dan lembab, Jalur landai",Area parkir,Jalur pedesaan yang sempit,Sunset view,Sepanjang Tahun,4.7
132,Arjuno,Malang,3339,Sulit,Tidak,3,1200000,4,Tergantung Musim,"Kawah belerang, Puncak ikonik","Jalur panjang dan melelahkan, Hutan lebat dan lembab","Pusat informasi, Petugas siaga",Jalur pedesaan yang sempit,Sunset view,Sepanjang Tahun,4.2
133,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,600000,5,Ya,"Budaya lokal kental, Lautan pasir","Jalur panjang dan melelahkan, Melewati sungai kecil, Area padang rumput","Penginapan sederhana, Sumber air, Petugas siaga",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,4.3
134,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,4,600000,4,Ya,Bukit savana,Beberapa tanjakan curam,"Basecamp dasar, Shelter","Akses sulit, perlu off-road",Pemandangan laut,Musim Kemarau Awal,5.0
135,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,300000,2,Tidak,Candi kuno,"Jalur landai, Jalur berlumpur, Melewati sungai kecil",Basecamp dasar,Membutuhkan ojek lokal,Pemandangan kota,Musim Kemarau Awal,2.4
136,Kawi,Malang,2551,Sedang,Ya,1,300000,2,Tidak,Hutan lebat,"Melewati sungai kecil, Area padang rumput, Medan terbuka tanpa naungan","Jasa porter, Basecamp dasar",Jalur pedesaan yang sempit,Pemandangan kota,Sepanjang Tahun,4.2
137,Berungkal,Lumajang,1040,Mudah,Ya,1,300000,2,Tidak,"Pemandangan kota dari ketinggian, Jalur utama",Jalur aman dan terpelihara,"Warung, Pusat informasi, Toilet",Dekat jalan raya utama,Pemandangan laut,Hindari Musim Hujan,2.8
138,Lawu,Magetan,3265,Sulit,Tidak,3,1200000,4,Ya,Situs purbakala,"Mendaki punggungan bukit, Melintasi jalur rel kereta api tua, Medan berbatu",Area parkir,"Akses sulit, perlu off-road",Pemandangan kawah,Sepanjang Tahun,4.8
139,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,200000,1,Tidak,"Puncak tertinggi, Flora dan fauna unik, Lautan pasir","Tangga alami, Trek berbatu",Sumber air,Mudah dijangkau kendaraan umum,Pemandangan laut,Hindari Musim Hujan,3.1
140,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,300000,4,Tidak,"Danau alami, Pemandangan sunrise, Padang savana luas","Beberapa tanjakan curam, Melintasi padang edelweis","Area parkir, Area camping",Mudah dijangkau kendaraan umum,Pemandangan kota,Sepanjang Tahun,3.6
141,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,200000,0,Tidak,"Gurun pasir, Matahari terbit, Puncak tertinggi",Tanjakan terjal,"Shelter, Area camping, Warung",Mudah dijangkau kendaraan umum,Savana,Musim Semi,2.9
142,Blorobrubuh,Mojokerto,2282,Sedang,Ya,3,450000,2,Tergantung Musim,"Spot sunrise terbaik, Lautan pasir","Banyak bonus pemandangan, Jalur berpasir vulkanik",Area camping,Jalur pedesaan yang sempit,Savana,Musim Kemarau Awal,3.6
143,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,200000,0,Tidak,"Lautan pasir, Jalur utama, Budaya lokal kental",Banyak bonus pemandangan,Pusat informasi,Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Kemarau,4.5
144,Berungkal,Lumajang,1040,Mudah,Ya,2,100000,2,Tidak,"Bukit savana, Pemandangan sunrise","Melintasi padang edelweis, Jalur panjang dan melelahkan",Jasa porter,Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Musim Kemarau Awal,2.5
145,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,1200000,6,Ya,"Lautan pasir, Jalur alternatif, Adat istiadat unik",Tangga alami,"Penginapan sederhana, Shelter, Area camping",Jalur pedesaan yang sempit,Pemandangan kota,Musim Semi,3.9
146,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,900000,4,Tergantung Musim,"City lights, Candi kuno","Trek berbatu, Melewati sungai kecil, Banyak bonus pemandangan","Pusat informasi, Sumber air",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,4.4
147,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,4,600000,4,Ya,"Hamparan savana, Lautan pasir",Area padang rumput,Toilet,Membutuhkan ojek lokal,Savana,Musim Kemarau Awal,4.1
148,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,1200000,5,Tergantung Musim,Pemandangan kota dari ketinggian,Medan terbuka tanpa naungan,"Pusat informasi, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan pegunungan,Hindari Musim Hujan,3.4
149,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,600000,6,Ya,"Pemandangan kawah, Puncak kembar",Tanjakan terjal,"Pusat informasi, Jasa porter",Membutuhkan kendaraan pribadi,Sunset view,Kemarau,4.4
150,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,100000,2,Tidak,Pemandangan kawah,"Jalur berpasir vulkanik, Medan berbatu","Basecamp dasar, Mushola","Akses sulit, perlu off-road",Savana,Sepanjang Tahun,2.6
151,Semeru,Malang; Lumajang,3676,Sulit,Tidak,2,900000,6,Ya,"Peninggalan sejarah, Matahari terbit","Jalur curam di beberapa titik, Melintasi jalur rel kereta api tua, Jalur licin saat hujan","Area parkir, Sumber air",Membutuhkan ojek lokal,Pemandangan laut,Musim Semi,4.7
152,Argoyayang,Jombang; Malang,2162,Sedang,Ya,1,600000,3,Tidak,"Pemandangan kawah, Candi kuno","Mendaki punggungan bukit, Melintasi jalur rel kereta api tua, Medan terbuka tanpa naungan","Jasa porter, Warung, Sumber air",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,2.7
153,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,200000,2,Tidak,"Jalur utama, Air terjun tersembunyi",Area padang rumput,"Pusat informasi, Basecamp dasar, Mushola",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Kemarau,2.6
154,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,2,600000,2,Tidak,"Air terjun alami, City lights, Adat istiadat unik","Tanjakan terjal, Melewati sungai kecil",Jasa porter,Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Semi,3.3
155,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,100000,2,Tidak,"Gurun pasir, Matahari terbit, Pemandangan kawah","Area padang rumput, Medan berbatu","Penginapan sederhana, Toilet, Pos pendakian lengkap",Dekat jalan raya utama,Pemandangan perkebunan,Kemarau,4.0
156,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,3,450000,3,Tergantung Musim,"Artefak kuno, Banyak air terjun kecil, Puncak kembar","Medan berbatu, Trek berbatu, Medan terbuka tanpa naungan",Toilet,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,4.8
157,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,3,450000,2,Tergantung Musim,"Budaya lokal kental, Pasir vulkanik, Jalur populer","Mendaki punggungan bukit, Variasi medan dataran rendah, Melintasi jalur rel kereta api tua",Penginapan sederhana,Dekat jalan raya utama,Pemandangan danau,Hindari Musim Hujan,3.8
158,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,900000,5,Tergantung Musim,"Ranu Kumbolo, Flora dan fauna unik, Air terjun alami","Jalur berlumpur, Variasi medan dataran rendah","Jasa porter, Penginapan sederhana",Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,4.7
159,Arjuno,Malang,3339,Sulit,Tidak,4,1200000,6,Tergantung Musim,"Artefak kuno, Kawah aktif, Jalur utama","Jalur landai, Jalur curam di beberapa titik","Penyewaan alat camping, Penginapan sederhana, Mushola",Membutuhkan ojek lokal,Pemandangan perkebunan,Kemarau,4.8
160,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,100000,2,Tidak,"City lights, Banyak air terjun kecil",Tangga alami,Toilet,Mudah dijangkau kendaraan umum,Pemandangan danau,Hindari Musim Hujan,4.7
161,Blorobrubuh,Mojokerto,2282,Mudah,Ya,1,100000,1,Tidak,"Flora dan fauna unik, Panorama kota","Banyak bonus pemandangan, Jalur berpasir vulkanik","Shelter, Mushola",Membutuhkan kendaraan pribadi,Sunset view,Hindari Musim Hujan,2.9
162,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,200000,1,Tidak,Kawah aktif,Jalur panjang dan melelahkan,Sumber air,Jalur pedesaan yang sempit,Pemandangan danau,Sepanjang Tahun,3.3
163,Kawi,Malang,2551,Sulit,Tidak,3,600000,6,Ya,"Matahari terbit, Banyak air terjun kecil, Desa adat","Melintasi padang edelweis, Variasi medan dataran rendah, Jalur berpasir vulkanik",Pos pendakian lengkap,"Akses sulit, perlu off-road",Savana,Kemarau,4.1
164,Berungkal,Lumajang,1040,Mudah,Ya,1,100000,2,Tidak,"Lautan pasir, Desa adat, Kawah vulkanik","Jalur licin saat hujan, Hutan lebat dan lembab",Pusat informasi,Jalur pedesaan yang sempit,Pemandangan laut,Hindari Musim Hujan,3.4
165,Lawu,Magetan,3265,Sulit,Tidak,3,600000,4,Ya,Air terjun alami,Melintasi jalur rel kereta api tua,"Mushola, Pusat informasi","Akses sulit, perlu off-road",Pemandangan pegunungan,Musim Semi,4.5
166,Lawu,Magetan,3265,Sulit,Tidak,3,1200000,5,Ya,"Artefak kuno, Panorama kota",Banyak bonus pemandangan,"Basecamp dasar, Pusat informasi, Shelter","Akses sulit, perlu off-road",Pemandangan perkebunan,Kemarau,4.2
167,Butak,Malang; Blitar,2868,Sulit,Tidak,3,600000,6,Tergantung Musim,Jalur menantang,"Melewati sungai kecil, Area padang rumput","Penginapan sederhana, Toilet, Basecamp dasar",Mudah dijangkau kendaraan umum,Pemandangan kota,Hindari Musim Hujan,3.2
168,Argopuro,Probolinggo; Lumajang; Jember; Bondowoso; Situbondo,3088,Sulit,Tidak,4,600000,4,Ya,Puncak ikonik,"Variasi medan dataran rendah, Melewati sungai kecil",Pos pendakian lengkap,Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Sepanjang Tahun,4.5
169,Argoyayang,Jombang; Malang,2162,Mudah,Ya,1,100000,0,Tidak,Peninggalan sejarah,Hutan lebat dan lembab,"Mushola, Petugas siaga",Membutuhkan ojek lokal,Pemandangan laut,Hindari Musim Hujan,3.3
170,Semeru,Malang; Lumajang,3676,Sulit,Tidak,4,1200000,4,Ya,Hutan hujan tropis,Melintasi jalur rel kereta api tua,"Sumber air, Mushola, Area parkir",Dekat jalan raya utama,Pemandangan danau,Kemarau,5.0
171,Arjuno,Malang,3339,Sulit,Tidak,4,900000,5,Ya,"Pemandangan kawah, Spot sunrise terbaik, Puncak ikonik",Tanjakan terjal,"Area camping, Toilet",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Kemarau,4.7
172,Arjuno,Malang,3339,Sulit,Tidak,3,900000,6,Tergantung Musim,"Savana hijau, Banyak air terjun kecil, Danau alami","Melintasi jalur rel kereta api tua, Jalur panjang dan melelahkan, Beberapa tanjakan curam",Basecamp dasar,"Akses sulit, perlu off-road",Pemandangan kota,Musim Kemarau Awal,4.7
173,Blorobrubuh,Mojokerto,2282,Sedang,Ya,1,450000,2,Tergantung Musim,Spot sunrise terbaik,"Melintasi jalur rel kereta api tua, Hutan lebat dan lembab",Petugas siaga,Dekat jalan raya utama,Pemandangan pegunungan,Hindari Musim Hujan,2.8
174,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,2,300000,3,Tergantung Musim,Jalur alternatif,"Tangga alami, Jalur aman dan terpelihara","Area parkir, Shelter, Toilet",Dekat jalan raya utama,Hutan hijau lebat,Musim Kemarau Awal,2.5
175,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,300000,2,Tidak,"Puncak ikonik, Hutan pinus, Danau kawah",Mendaki punggungan bukit,Penyewaan alat camping,Dekat jalan raya utama,Hutan hijau lebat,Kemarau,4.1
176,Argoyayang,Jombang; Malang,2162,Mudah,Ya,2,300000,0,Tidak,"Puncak ikonik, Peninggalan sejarah, Budaya lokal kental","Jalur aman dan terpelihara, Jalur licin saat hujan","Area camping, Toilet, Penyewaan alat camping",Dekat jalan raya utama,Savana,Musim Kemarau Awal,2.9
177,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,200000,1,Tidak,Pemandangan kawah,"Jalur berpasir vulkanik, Trek berbatu, Medan terbuka tanpa naungan","Area camping, Penyewaan alat camping",Dekat jalan raya utama,Hutan hijau lebat,Sepanjang Tahun,3.1
178,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,2,450000,4,Tidak,Pemandangan kota dari ketinggian,"Jalur licin saat hujan, Banyak bonus pemandangan","Petugas siaga, Jasa porter, Mushola",Membutuhkan ojek lokal,Pemandangan laut,Sepanjang Tahun,2.9
179,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,100000,1,Tidak,"Danau kawah, Jalur alternatif, View matahari terbit",Hutan lebat dan lembab,"Basecamp dasar, Shelter",Dekat jalan raya utama,Pemandangan kota,Sepanjang Tahun,2.4
180,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,200000,0,Tidak,"Puncak kembar, Candi kuno","Jalur aman dan terpelihara, Jalur licin saat hujan, Melintasi jalur rel kereta api tua","Penginapan sederhana, Shelter",Membutuhkan ojek lokal,Hutan hijau lebat,Kemarau,3.2
181,Lawu,Magetan,3265,Sulit,Tidak,2,600000,5,Tergantung Musim,Danau kawah,"Jalur berpasir vulkanik, Jalur landai, Hutan lebat dan lembab",Sumber air,Membutuhkan ojek lokal,Sunset view,Sepanjang Tahun,4.9
182,Lawu,Magetan,3265,Sulit,Tidak,3,1200000,6,Tergantung Musim,"Padang savana luas, Jalur populer, Air terjun alami","Variasi medan dataran rendah, Jalur licin saat hujan, Melewati sungai kecil","Basecamp dasar, Pusat informasi, Penginapan sederhana",Dekat jalan raya utama,Sunset view,Hindari Musim Hujan,4.5
183,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,900000,6,Tergantung Musim,"Air terjun tersembunyi, View matahari terbit",Melintasi padang edelweis,"Penginapan sederhana, Pos pendakian lengkap",Jalur pedesaan yang sempit,Pemandangan kawah,Musim Kemarau Awal,3.5
184,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,2,600000,5,Ya,Peninggalan sejarah,"Jalur berlumpur, Banyak bonus pemandangan, Tanjakan terjal","Penginapan sederhana, Toilet",Dekat jalan raya utama,Hutan hijau lebat,Hindari Musim Hujan,4.2
185,Baluran,Situbondo,1247,Mudah,Ya,2,300000,2,Tidak,Pasir vulkanik,Jalur landai,Penyewaan alat camping,Jalur pedesaan yang sempit,Pemandangan perkebunan,Musim Kemarau Awal,3.3
