ID_Gunung,Nama_Gunung,Lokasi_Kabupaten,Ketinggian_MDPL,Tingkat_Kesulitan_Pendakian,Cocok_Untuk_Pemula,Durasi_Pendakian_Hari,Budget_Per_Orang_Rupiah,Jumlah_Pos_Pendakian,Keberadaan_Sumber_Air,Fitur_Utama_Objek_Wisata,Karakteristik_Jalur,Fasilitas_Basecamp,Akses_Transportasi,Pemandangan_Utama,Musim_Terbaik_Kunjungan,Rating_Rata_Rata
96,Liman,Ponorogo; Nganjuk,2563,Sedang,Ya,1,350000,4,Tidak,Artefak kuno,"Medan berbatu, Jalur aman dan terpelihara",Jasa porter,"Akses sulit, perlu off-road",Pemandangan kota,Musim Kemarau Awal,3.7
97,Lawu,Magetan,3265,Sulit,Tidak,2,750000,3,Ya,"Artefak kuno, Puncak ikonik, Ranu Kumbolo","Medan terbuka tanpa naungan, Trek berbatu",Basecamp dasar,Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,4.4
98,Argoyayang,Jombang; Malang,2162,Sedang,Ya,2,350000,3,Tergantung Musim,"Pasir vulkanik, Peninggalan sejarah, Desa adat","Jalur berpasir vulkanik, Medan berbatu, Jalur aman dan terpelihara","Area camping, Area parkir",Dekat jalan raya utama,Pemandangan kawah,Kemarau,2.5
99,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,2,150000,1,Tidak,"Danau alami, Adat istiadat unik, Air terjun alami","Jalur berpasir vulkanik, Jalur berlumpur, Jalur aman dan terpelihara","Jasa porter, Warung",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Kemarau Awal,3.8
100,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,150000,2,Tidak,"Jalur utama, Danau kawah, Lautan pasir",Variasi medan dataran rendah,"Penyewaan alat camping, Pos pendakian lengkap, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,3.4
101,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,2,300000,2,Tidak,Puncak ikonik,Jalur licin saat hujan,Mushola,"Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,2.8
102,Lawu,Magetan,3265,Sangat Sulit,Tidak,5,700000,4,Tidak,"View matahari terbit, Puncak ikonik",Hutan lebat dan lembab,"Area camping, Pusat informasi",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,4.3
103,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,150000,1,Tidak,"Situs purbakala, Puncak ikonik, Danau kawah",Medan berbatu,"Basecamp dasar, Area parkir",Membutuhkan ojek lokal,Sunset view,Hindari Musim Hujan,3.0
104,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,2,250000,2,Tidak,Puncak ikonik,"Jalur berlumpur, Melintasi jalur rel kereta api tua","Pusat informasi, Sumber air",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Kemarau Awal,5.0
105,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,2,150000,3,Tidak,Gurun pasir,Variasi medan dataran rendah,Basecamp dasar,Dekat jalan raya utama,Pemandangan danau,Hindari Musim Hujan,4.0
106,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,150000,1,Tidak,"Jalur populer, Puncak tertinggi","Jalur panjang dan melelahkan, Trek berbatu",Penginapan sederhana,Membutuhkan kendaraan pribadi,Savana,Kemarau,2.8
107,Suket,Bondowoso; Banyuwangi,2950,Sulit,Tidak,2,400000,5,Ya,"Puncak kembar, Pemandangan sunrise, Air terjun alami","Mendaki punggungan bukit, Variasi medan dataran rendah",Area parkir,Dekat jalan raya utama,Hutan hijau lebat,Hindari Musim Hujan,3.0
108,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,400000,3,Tergantung Musim,"Hutan pinus, Pasir vulkanik",Medan berbatu,"Area parkir, Petugas siaga, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Pemandangan laut,Hindari Musim Hujan,4.3
109,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,1,450000,4,Tidak,"City lights, Lautan pasir, Danau indah","Banyak bonus pemandangan, Medan terbuka tanpa naungan","Mushola, Penginapan sederhana",Membutuhkan ojek lokal,Sunset view,Sepanjang Tahun,4.1
110,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,2,Tidak,"Savana hijau, Hutan pinus","Jalur berpasir vulkanik, Medan berbatu, Jalur curam di beberapa titik",Mushola,Membutuhkan ojek lokal,Pemandangan pegunungan,Hindari Musim Hujan,3.3
111,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,1,350000,4,Tidak,Pemandangan kawah,"Jalur curam di beberapa titik, Melewati sungai kecil","Sumber air, Penginapan sederhana, Penyewaan alat camping",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Semi,3.7
112,Penanggungan,Mojokerto; Pasuruan,1653,Mudah,Ya,2,300000,2,Tidak,"Artefak kuno, Puncak tertinggi, Pasir vulkanik","Banyak bonus pemandangan, Tangga alami","Warung, Penyewaan alat camping",Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,4.1
113,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,2,250000,3,Tidak,"Bukit savana, City lights",Variasi medan dataran rendah,Penginapan sederhana,Membutuhkan kendaraan pribadi,Pemandangan kota,Kemarau,3.1
114,Baluran,Situbondo,1247,Mudah,Ya,2,250000,2,Tidak,Pemandangan sunrise,"Jalur licin saat hujan, Tanjakan terjal, Jalur curam di beberapa titik",Penginapan sederhana,Mudah dijangkau kendaraan umum,Pemandangan danau,Musim Kemarau Awal,3.1
115,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Ya,2,450000,3,Tidak,View matahari terbit,"Tanjakan terjal, Jalur landai","Pos pendakian lengkap, Sumber air, Toilet",Mudah dijangkau kendaraan umum,Hutan hijau lebat,Kemarau,4.2
116,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,300000,1,Tidak,"Pemandangan kawah, Matahari terbit","Trek berbatu, Medan berbatu","Jasa porter, Penginapan sederhana, Petugas siaga",Membutuhkan ojek lokal,Hutan hijau lebat,Hindari Musim Hujan,2.8
117,Arjuno,Malang,3339,Sangat Sulit,Tidak,4,700000,4,Tidak,"Ranu Kumbolo, Puncak kembar, Adat istiadat unik","Variasi medan dataran rendah, Banyak bonus pemandangan","Penginapan sederhana, Pusat informasi",Mudah dijangkau kendaraan umum,Pemandangan perkebunan,Kemarau,4.7
118,Ijen,Banyuwangi,2386,Sedang,Ya,2,450000,3,Tidak,"Desa adat, Jalur alternatif, Flora dan fauna unik","Jalur landai, Hutan lebat dan lembab","Petugas siaga, Jasa porter","Akses sulit, perlu off-road",Savana,Hindari Musim Hujan,5.0
119,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,3,400000,3,Ya,"Jalur menantang, Puncak tertinggi","Variasi medan dataran rendah, Melintasi padang edelweis, Tanjakan terjal","Toilet, Warung",Membutuhkan ojek lokal,Pemandangan kawah,Musim Semi,3.9
120,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,200000,1,Tidak,"Pasir vulkanik, Ranu Kumbolo, Jalur populer","Jalur panjang dan melelahkan, Hutan lebat dan lembab, Trek berbatu","Area camping, Pusat informasi",Mudah dijangkau kendaraan umum,Pemandangan kota,Hindari Musim Hujan,3.1
121,Berungkal,Lumajang,1040,Mudah,Ya,1,150000,2,Tidak,"Pasir vulkanik, Puncak ikonik, Pemandangan kota dari ketinggian","Mendaki punggungan bukit, Area padang rumput, Jalur berlumpur","Petugas siaga, Penyewaan alat camping, Area parkir",Jalur pedesaan yang sempit,Pemandangan laut,Kemarau,3.0
122,Argoyayang,Jombang; Malang,2162,Sedang,Tidak,1,250000,2,Tidak,"Lautan pasir, Hutan pinus, Kawah aktif",Melintasi padang edelweis,Penyewaan alat camping,Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Semi,3.2
123,Pandan,Bojonegoro; Madiun; Nganjuk,903,Mudah,Ya,1,300000,3,Tidak,"Artefak kuno, Air terjun tersembunyi","Banyak bonus pemandangan, Beberapa tanjakan curam","Jasa porter, Toilet",Membutuhkan kendaraan pribadi,Pemandangan kota,Hindari Musim Hujan,2.8
124,Betiri,Jember; Banyuwangi,1233,Mudah,Ya,1,150000,3,Tidak,"Flora dan fauna unik, Jalur menantang, Panorama kota","Medan terbuka tanpa naungan, Trek berbatu","Mushola, Penginapan sederhana",Mudah dijangkau kendaraan umum,Pemandangan pegunungan,Musim Kemarau Awal,2.3
125,Butak,Malang; Blitar,2868,Sedang,Tidak,1,250000,3,Tergantung Musim,"Banyak air terjun kecil, Bukit savana, Pemandangan kawah","Jalur aman dan terpelihara, Tangga alami, Melintasi padang edelweis",Area camping,Membutuhkan kendaraan pribadi,Pemandangan kota,Sepanjang Tahun,3.1
126,Raung,Bondowoso; Jember; Banyuwangi,3244,Sulit,Tidak,3,400000,5,Ya,"Jalur populer, Gurun pasir","Jalur curam di beberapa titik, Tangga alami, Melintasi jalur rel kereta api tua","Basecamp dasar, Warung, Petugas siaga",Membutuhkan ojek lokal,Sunset view,Musim Kemarau Awal,5.0
127,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,1,150000,2,Tidak,"Gurun pasir, Air terjun alami, Ranu Kumbolo","Jalur panjang dan melelahkan, Hutan lebat dan lembab, Mendaki punggungan bukit",Area parkir,Mudah dijangkau kendaraan umum,Pemandangan danau,Sepanjang Tahun,3.2
128,Biser,Bondowoso; Situbondo,1359,Sangat Mudah,Tidak,1,100000,2,Tidak,Banyak air terjun kecil,"Jalur berlumpur, Jalur panjang dan melelahkan, Jalur landai",Area parkir,Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Kemarau Awal,2.3
129,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,100000,0,Tidak,Pemandangan sunrise,"Jalur curam di beberapa titik, Jalur licin saat hujan","Sumber air, Shelter, Area camping",Membutuhkan ojek lokal,Pemandangan kota,Hindari Musim Hujan,3.6
130,Betiri,Jember; Banyuwangi,1233,Sangat Mudah,Tidak,1,200000,0,Tidak,"Matahari terbit, Artefak kuno, Danau indah","Jalur curam di beberapa titik, Beberapa tanjakan curam, Medan berbatu","Petugas siaga, Toilet","Akses sulit, perlu off-road",Pemandangan kota,Sepanjang Tahun,3.1
131,Bromo,Probolinggo; Lumajang; Malang,2329,Mudah,Ya,1,250000,1,Tidak,"View matahari terbit, Kawah aktif, Puncak tertinggi","Melintasi padang edelweis, Medan terbuka tanpa naungan, Melewati sungai kecil","Shelter, Sumber air",Dekat jalan raya utama,Savana,Sepanjang Tahun,4.9
132,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,5,900000,5,Tidak,Panorama kota,"Jalur panjang dan melelahkan, Melintasi jalur rel kereta api tua, Tangga alami","Shelter, Mushola",Dekat jalan raya utama,Pemandangan danau,Musim Kemarau Awal,4.2
133,Butak,Malang; Blitar,2868,Sedang,Tidak,1,250000,2,Tergantung Musim,"Hutan hujan tropis, Air terjun tersembunyi","Jalur aman dan terpelihara, Mendaki punggungan bukit","Pos pendakian lengkap, Basecamp dasar",Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,3.6
134,Ijen,Banyuwangi,2386,Sedang,Ya,1,350000,2,Tidak,Puncak kembar,Mendaki punggungan bukit,"Petugas siaga, Pusat informasi",Dekat jalan raya utama,Pemandangan danau,Musim Kemarau Awal,4.9
135,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,1,350000,2,Tidak,"Lautan pasir, Hutan lebat, Air terjun tersembunyi",Melintasi jalur rel kereta api tua,"Pusat informasi, Shelter",Mudah dijangkau kendaraan umum,Sunset view,Musim Kemarau Awal,3.3
136,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,600000,5,Tergantung Musim,"Danau kawah, Air terjun alami",Melintasi padang edelweis,"Mushola, Shelter, Warung",Membutuhkan kendaraan pribadi,Pemandangan kota,Musim Kemarau Awal,3.6
137,Biser,Bondowoso; Situbondo,1359,Mudah,Ya,2,150000,3,Tidak,Pemandangan kawah,"Hutan lebat dan lembab, Area padang rumput, Medan terbuka tanpa naungan","Shelter, Warung, Sumber air",Membutuhkan ojek lokal,Pemandangan danau,Kemarau,2.7
138,Baluran,Situbondo,1247,Sangat Mudah,Tidak,1,200000,2,Tidak,"Hutan hujan tropis, Savana hijau, Artefak kuno","Tanjakan terjal, Trek berbatu, Melewati sungai kecil","Petugas siaga, Shelter",Membutuhkan ojek lokal,Sunset view,Sepanjang Tahun,3.9
139,Lawu,Magetan,3265,Sulit,Tidak,2,600000,4,Tergantung Musim,Pemandangan kota dari ketinggian,"Tangga alami, Jalur panjang dan melelahkan","Pos pendakian lengkap, Penyewaan alat camping, Area camping",Mudah dijangkau kendaraan umum,Savana,Hindari Musim Hujan,4.6
140,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,400000,3,Ya,Pasir vulkanik,"Jalur berpasir vulkanik, Jalur landai, Area padang rumput","Shelter, Pos pendakian lengkap, Petugas siaga",Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.1
141,Blorobrubuh,Mojokerto,2282,Sedang,Tidak,1,350000,3,Tergantung Musim,"Gurun pasir, Air terjun tersembunyi","Jalur curam di beberapa titik, Beberapa tanjakan curam",Penyewaan alat camping,Mudah dijangkau kendaraan umum,Hutan hijau lebat,Musim Semi,2.8
142,Butak,Malang; Blitar,2868,Sulit,Tidak,3,600000,3,Tergantung Musim,"Air terjun alami, Kawah aktif","Jalur berpasir vulkanik, Tangga alami","Area camping, Mushola, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,4.0
143,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,350000,3,Tidak,"Banyak air terjun kecil, Padang savana luas","Tangga alami, Jalur panjang dan melelahkan","Penyewaan alat camping, Basecamp dasar","Akses sulit, perlu off-road",Pemandangan kawah,Musim Semi,4.4
144,Arjuno,Malang,3339,Sangat Sulit,Tidak,5,700000,6,Tidak,Kawah aktif,Jalur berlumpur,"Area parkir, Petugas siaga",Mudah dijangkau kendaraan umum,Pemandangan laut,Sepanjang Tahun,4.8
145,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,750000,5,Tergantung Musim,"Budaya lokal kental, Danau indah","Melintasi jalur rel kereta api tua, Melintasi padang edelweis","Pos pendakian lengkap, Sumber air",Dekat jalan raya utama,Pemandangan perkebunan,Musim Semi,4.4
146,Welirang,Batu; Pasuruan; Mojokerto,3156,Sulit,Tidak,2,750000,3,Ya,"Danau indah, Hamparan savana","Tangga alami, Melintasi padang edelweis, Area padang rumput",Pos pendakian lengkap,"Akses sulit, perlu off-road",Savana,Musim Kemarau Awal,4.2
147,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Tidak,2,350000,2,Tergantung Musim,Puncak ikonik,Trek berbatu,"Area parkir, Shelter",Dekat jalan raya utama,Pemandangan pegunungan,Musim Kemarau Awal,2.8
148,Lawu,Magetan,3265,Sangat Sulit,Tidak,5,1500000,7,Tidak,Matahari terbit,"Jalur berpasir vulkanik, Variasi medan dataran rendah, Tanjakan terjal","Penyewaan alat camping, Sumber air, Basecamp dasar",Membutuhkan kendaraan pribadi,Savana,Hindari Musim Hujan,4.8
149,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,250000,3,Tergantung Musim,"Candi kuno, Desa adat","Trek berbatu, Jalur landai","Mushola, Jasa porter",Mudah dijangkau kendaraan umum,Pemandangan kawah,Kemarau,3.9
150,Semeru,Malang; Lumajang,3676,Sangat Sulit,Tidak,3,1500000,7,Tidak,Pasir vulkanik,"Medan berbatu, Hutan lebat dan lembab, Jalur berlumpur","Basecamp dasar, Mushola",Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Semi,5.0
151,Butak,Malang; Blitar,2868,Sulit,Tidak,3,400000,3,Tergantung Musim,"Peninggalan sejarah, Panorama kota","Jalur aman dan terpelihara, Melintasi jalur rel kereta api tua","Area parkir, Petugas siaga, Pos pendakian lengkap",Jalur pedesaan yang sempit,Hutan hijau lebat,Kemarau,3.1
152,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,150000,0,Tidak,"City lights, Flora dan fauna unik, Danau indah",Medan berbatu,"Pos pendakian lengkap, Toilet",Jalur pedesaan yang sempit,Savana,Hindari Musim Hujan,2.6
153,Kawi,Malang,2551,Sulit,Tidak,2,600000,3,Ya,"Ranu Kumbolo, Pemandangan kawah, Savana hijau","Medan berbatu, Jalur curam di beberapa titik","Area parkir, Toilet, Penginapan sederhana",Membutuhkan kendaraan pribadi,Pemandangan laut,Musim Kemarau Awal,3.9
154,Kawi,Malang,2551,Sedang,Ya,1,250000,4,Tergantung Musim,Pemandangan sunrise,"Jalur landai, Jalur licin saat hujan, Variasi medan dataran rendah","Jasa porter, Pusat informasi",Dekat jalan raya utama,Pemandangan danau,Musim Kemarau Awal,3.9
155,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,3,600000,3,Tergantung Musim,"Jalur menantang, Hutan hujan tropis",Melintasi padang edelweis,Jasa porter,Membutuhkan kendaraan pribadi,Savana,Sepanjang Tahun,2.9
156,Arjuno,Malang,3339,Sangat Sulit,Tidak,4,1500000,7,Tidak,"Hutan lebat, Lautan pasir",Melintasi padang edelweis,"Basecamp dasar, Toilet, Shelter",Membutuhkan kendaraan pribadi,Pemandangan kawah,Kemarau,4.5
157,Blorobrubuh,Mojokerto,2282,Mudah,Ya,2,150000,1,Tidak,"Matahari terbit, Candi kuno","Melintasi jalur rel kereta api tua, Area padang rumput, Jalur panjang dan melelahkan","Pusat informasi, Penyewaan alat camping",Jalur pedesaan yang sempit,Hutan hijau lebat,Musim Kemarau Awal,3.5
158,Suket,Bondowoso; Banyuwangi,2950,Sedang,Ya,2,450000,3,Tidak,"Kawah vulkanik, Air terjun tersembunyi, Jalur menantang","Jalur landai, Jalur panjang dan melelahkan","Sumber air, Petugas siaga",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Semi,2.8
159,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,600000,4,Ya,"Pemandangan kawah, Jalur utama",Melintasi jalur rel kereta api tua,Jasa porter,"Akses sulit, perlu off-road",Pemandangan kota,Hindari Musim Hujan,3.5
160,Kelud,Kediri; Blitar; Malang,1731,Sedang,Ya,2,250000,4,Tergantung Musim,Hutan pinus,"Jalur licin saat hujan, Melintasi jalur rel kereta api tua",Warung,Jalur pedesaan yang sempit,Hutan hijau lebat,Kemarau,4.6
161,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,700000,5,Tidak,Savana hijau,Jalur landai,Penyewaan alat camping,"Akses sulit, perlu off-road",Pemandangan danau,Kemarau,4.3
162,Ijen,Banyuwangi,2386,Sedang,Tidak,2,450000,2,Tidak,"Puncak ikonik, Hutan hujan tropis","Melintasi jalur rel kereta api tua, Jalur curam di beberapa titik",Pos pendakian lengkap,Dekat jalan raya utama,Pemandangan pegunungan,Musim Semi,4.3
163,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,1000000,5,Tidak,"Puncak ikonik, Banyak air terjun kecil, Padang savana luas","Jalur aman dan terpelihara, Area padang rumput, Medan terbuka tanpa naungan","Basecamp dasar, Area parkir",Mudah dijangkau kendaraan umum,Pemandangan kota,Kemarau,4.0
164,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,2,400000,3,Ya,"Budaya lokal kental, Panorama kota, Pasir vulkanik",Variasi medan dataran rendah,"Area camping, Pusat informasi, Jasa porter",Jalur pedesaan yang sempit,Pemandangan kota,Sepanjang Tahun,3.5
165,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Mudah,Ya,1,300000,1,Tidak,"Matahari terbit, City lights, Hamparan savana",Jalur berlumpur,"Penyewaan alat camping, Basecamp dasar",Membutuhkan ojek lokal,Pemandangan danau,Kemarau,3.8
166,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,2,350000,2,Tidak,"Pemandangan sunrise, Panorama kota, Hutan hujan tropis",Jalur licin saat hujan,Warung,Dekat jalan raya utama,Pemandangan danau,Musim Semi,3.5
167,Pandan,Bojonegoro; Madiun; Nganjuk,903,Sangat Mudah,Tidak,1,150000,2,Tidak,Padang savana luas,Jalur panjang dan melelahkan,"Jasa porter, Mushola",Mudah dijangkau kendaraan umum,Savana,Sepanjang Tahun,3.3
168,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sulit,Tidak,3,750000,3,Ya,"Artefak kuno, Puncak ikonik, Banyak air terjun kecil",Trek berbatu,"Pusat informasi, Jasa porter, Mushola",Jalur pedesaan yang sempit,Pemandangan laut,Sepanjang Tahun,3.9
169,Semeru,Malang; Lumajang,3676,Sulit,Tidak,3,750000,4,Tergantung Musim,"Ranu Kumbolo, City lights",Tanjakan terjal,Jasa porter,Membutuhkan ojek lokal,Savana,Kemarau,4.4
170,Ijen,Banyuwangi,2386,Sedang,Ya,2,450000,4,Tidak,Matahari terbit,"Jalur curam di beberapa titik, Tanjakan terjal, Jalur licin saat hujan","Basecamp dasar, Mushola","Akses sulit, perlu off-road",Hutan hijau lebat,Sepanjang Tahun,4.7
171,Ijen,Banyuwangi,2386,Sedang,Ya,1,350000,4,Tergantung Musim,Artefak kuno,Jalur aman dan terpelihara,"Toilet, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Hutan hijau lebat,Musim Semi,4.6
172,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,200000,0,Tidak,"Candi kuno, Adat istiadat unik","Jalur landai, Area padang rumput, Banyak bonus pemandangan",Toilet,Membutuhkan kendaraan pribadi,Pemandangan danau,Hindari Musim Hujan,2.8
173,Lawu,Magetan,3265,Sangat Sulit,Tidak,5,900000,6,Tidak,"Peninggalan sejarah, Desa adat, Danau alami",Tanjakan terjal,"Pos pendakian lengkap, Penginapan sederhana","Akses sulit, perlu off-road",Sunset view,Kemarau,4.4
174,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,4,1500000,6,Tidak,"View matahari terbit, Air terjun tersembunyi, Kawah aktif","Area padang rumput, Jalur berlumpur","Mushola, Basecamp dasar",Membutuhkan kendaraan pribadi,Pemandangan perkebunan,Musim Semi,3.9
175,Lawu,Magetan,3265,Sulit,Tidak,2,400000,5,Ya,Peninggalan sejarah,"Jalur aman dan terpelihara, Tangga alami","Petugas siaga, Pusat informasi, Penginapan sederhana",Membutuhkan ojek lokal,Pemandangan pegunungan,Musim Semi,4.3
176,Wilis,Kediri; Tulungagung; Trenggalek; Nganjuk; Madiun; Ponorogo,2563,Sedang,Tidak,1,350000,4,Tergantung Musim,"Artefak kuno, Hutan pinus, Savana hijau","Medan terbuka tanpa naungan, Jalur berpasir vulkanik, Tangga alami","Toilet, Area parkir, Sumber air",Jalur pedesaan yang sempit,Pemandangan danau,Musim Kemarau Awal,3.9
177,Ranti,Bondowoso; Banyuwangi,2601,Sedang,Ya,1,350000,3,Tidak,"Air terjun alami, Pemandangan sunrise, Puncak tertinggi","Banyak bonus pemandangan, Medan berbatu","Mushola, Jasa porter, Area parkir",Membutuhkan ojek lokal,Pemandangan kota,Sepanjang Tahun,3.2
178,Berungkal,Lumajang,1040,Sangat Mudah,Tidak,1,150000,0,Tidak,"Pemandangan sunrise, Ranu Kumbolo, Air terjun alami","Variasi medan dataran rendah, Banyak bonus pemandangan, Trek berbatu","Area parkir, Petugas siaga, Pos pendakian lengkap",Membutuhkan kendaraan pribadi,Pemandangan danau,Kemarau,2.6
179,Ranti,Bondowoso; Banyuwangi,2601,Sulit,Tidak,2,600000,5,Tergantung Musim,"Hutan lebat, Artefak kuno, Danau indah",Medan terbuka tanpa naungan,Toilet,"Akses sulit, perlu off-road",Savana,Musim Semi,2.8
180,Welirang,Batu; Pasuruan; Mojokerto,3156,Sangat Sulit,Tidak,3,900000,5,Tidak,"Padang savana luas, Pemandangan kota dari ketinggian, Pemandangan kawah",Tangga alami,"Area camping, Petugas siaga, Penginapan sederhana",Jalur pedesaan yang sempit,Pemandangan pegunungan,Musim Semi,4.5
181,Penanggungan,Mojokerto; Pasuruan,1653,Sedang,Tidak,1,450000,3,Tidak,Kawah aktif,"Medan berbatu, Hutan lebat dan lembab","Area parkir, Pusat informasi",Membutuhkan kendaraan pribadi,Pemandangan kota,Hindari Musim Hujan,4.1
182,Bromo,Probolinggo; Lumajang; Malang,2329,Sedang,Ya,2,450000,4,Tidak,Flora dan fauna unik,Beberapa tanjakan curam,Mushola,Membutuhkan ojek lokal,Pemandangan kawah,Sepanjang Tahun,4.5
183,Liman,Ponorogo; Nganjuk,2563,Sulit,Tidak,3,400000,3,Ya,Situs purbakala,"Mendaki punggungan bukit, Jalur berpasir vulkanik",Area camping,Membutuhkan kendaraan pribadi,Pemandangan kawah,Musim Kemarau Awal,3.0
184,Anjasmoro,Jombang; Mojokerto; Kediri; Malang; Batu,2282,Sedang,Tidak,1,450000,2,Tergantung Musim,Pasir vulkanik,"Jalur berlumpur, Banyak bonus pemandangan, Jalur aman dan terpelihara","Shelter, Penyewaan alat camping, Petugas siaga",Dekat jalan raya utama,Pemandangan pegunungan,Musim Kemarau Awal,4.0
